"YR","DOY","bnd1.ref","bnd2.ref","bnd3.ref","bnd4.ref","bnd5.ref","bnd6.ref","bnd7.ref","LSWI1","LSWI2","NDVI","EVI"
2004,68,0.0762,0.2349,0.0411,0.0738,0.2747,0.2228,0.1802,0.0264365304784794,0.131775475788967,0.510125361620058,0.286700148137443
2004,76,0.0829,0.2614,0.0468,0.0826,0.289,0.2363,0.1876,0.0504319871408479,0.164365256124722,0.518443218123729,0.316983946583322
2004,84,0.0792,0.2648,0.0443,0.0798,0.3107,0.2508,0.181,0.0271528316524438,0.187976671152983,0.53953488372093,0.329603977979045
2004,92,0.0738,0.3125,0.0401,0.0776,0.3273,0.2335,0.1636,0.144688644688645,0.312749422390254,0.617913538700492,0.410264342923928
2004,100,0.0746,0.3525,0.0412,0.0814,0.3341,0.2192,0.1554,0.233164246982683,0.38806851742469,0.650667291032545,0.465931191737643
2004,108,0.0637,0.357,0.0352,0.0722,0.3308,0.2243,0.147,0.228281438155858,0.416666666666667,0.697171381031614,0.497051247288503
2004,116,0.0653,0.3506,0.0363,0.0726,0.336,0.238,0.1479,0.191301393136256,0.406619859578736,0.685982207261361,0.485154576063667
2004,124,0.0749,0.3495,0.0395,0.079,0.3481,0.2496,0.1484,0.166750125187782,0.403896364731874,0.64703110273327,0.456859548131634
2004,132,0.0862,0.3569,0.0424,0.0854,0.3642,0.2563,0.1607,0.164057403783431,0.379057187017001,0.610923042202663,0.434901355953987
2004,140,0.0908,0.3433,0.0443,0.0873,0.3612,0.2606,0.1735,0.136943202516973,0.328560371517028,0.581663211241649,0.405726773146512
2004,148,0.0875,0.3313,0.0423,0.0839,0.3574,0.2644,0.1708,0.112304851435286,0.31965743875722,0.582139446036294,0.396023521003216
2004,156,0.0862,0.3406,0.043,0.085,0.3626,0.2674,0.1668,0.120394736842105,0.34253054789121,0.596063730084349,0.414251286393539
2004,164,0.0831,0.3471,0.0437,0.0847,0.3644,0.2597,0.1559,0.14403427818062,0.380119284294235,0.613668061366806,0.43479693007016
2004,172,0.075,0.3653,0.0404,0.0804,0.3713,0.247,0.1369,0.193205944798301,0.454798884906412,0.659323188734953,0.47989816835284
2004,180,0.0812,0.372,0.0422,0.0847,0.3804,0.242,0.14,0.211726384364821,0.453125,0.641659311562224,0.471251701562196
2004,188,0.0957,0.3637,0.0482,0.0922,0.3884,0.2581,0.1563,0.169829527179157,0.398846153846154,0.583369612538093,0.425019030702867
2004,196,0.0935,0.3661,0.0471,0.0898,0.3917,0.2759,0.1534,0.140498442367601,0.409432146294514,0.593124456048738,0.433014582075802
2004,204,0.0817,0.3768,0.0427,0.0834,0.3855,0.2693,0.141,0.166382912861786,0.455388180764774,0.643620501635769,0.47696783578471
2004,212,0.0741,0.3955,0.0394,0.0794,0.3818,0.2558,0.1299,0.214494088745586,0.505519604111153,0.684412265758092,0.520199404376538
2004,220,0.074,0.3976,0.0391,0.0788,0.384,0.2556,0.1281,0.217391304347826,0.512649800266311,0.686174724342663,0.522491684696612
2004,228,0.0834,0.3862,0.0422,0.0835,0.3895,0.2698,0.1364,0.177439024390244,0.477994642173747,0.644804088586031,0.482134895866505
2004,236,0.0944,0.3765,0.0455,0.0874,0.3877,0.2719,0.1434,0.161320172732881,0.448355452971725,0.599065619027394,0.440327162613555
2004,244,0.09,0.3753,0.0456,0.0855,0.3858,0.2722,0.1429,0.159227799227799,0.448475492087997,0.613152804642166,0.453346469204856
2004,252,0.0829,0.3752,0.0437,0.0818,0.3859,0.2661,0.1368,0.170123187275846,0.465625,0.638070290329622,0.473023270867722
2004,260,0.0882,0.3636,0.0443,0.0824,0.3819,0.259,0.1353,0.168005139736589,0.457606734816597,0.609561752988048,0.441190605876133
2004,268,0.0954,0.3589,0.0489,0.0856,0.3786,0.2592,0.1346,0.161300760394758,0.45450861195542,0.580013207131851,0.421047585567735
2004,276,0.0986,0.352,0.0507,0.0868,0.3693,0.2575,0.1308,0.155045118949959,0.458160729080365,0.562361296049711,0.405219560559056
2004,284,0.0864,0.3278,0.0458,0.0803,0.3352,0.2418,0.1248,0.150983146067416,0.448519664162616,0.582810236600676,0.401610434551141
2004,292,0.0635,0.3034,0.0357,0.0714,0.2977,0.2116,0.1075,0.178252427184466,0.476758335361402,0.653856636685745,0.423357921857904
2004,300,0.0655,0.2645,0.0343,0.0674,0.2794,0.2204,0.1117,0.0909465869251392,0.406166932482722,0.603030303030303,0.355293697554008
2004,308,0.0692,0.2618,0.0358,0.0687,0.2877,0.2278,0.1168,0.0694444444444445,0.382989963021659,0.581873111782477,0.34185303514377
2004,316,0.0589,0.233,0.0301,0.0604,0.2683,0.2193,0.1213,0.0302896307760336,0.315269545582839,0.596437136005481,0.319883879028406
2004,324,0.0613,0.2399,0.0324,0.0628,0.2794,0.2302,0.1308,0.0206339076792172,0.294308065821419,0.592961487383798,0.32717813438851
2004,332,0.0595,0.2591,0.0319,0.0623,0.2868,0.2126,0.1259,0.0985796056815772,0.345974025974026,0.626490897677338,0.362421469295856
2004,340,0.0594,0.2491,0.0307,0.0612,0.266,0.2044,0.1223,0.0985667034178611,0.341410877759828,0.614910858995138,0.34484639156517
2004,348,0.0574,0.1965,0.0285,0.0556,0.2187,0.1962,0.1391,0.000763941940412515,0.17103694874851,0.547853485624262,0.262027653241909
2004,356,0.0543,0.1897,0.0273,0.0521,0.2128,0.1869,0.1147,0.00743494423791821,0.246386333771353,0.554918032786885,0.258249094030135
2004,364,0.0468,0.1937,0.0238,0.0507,0.2063,0.1739,0.0902,0.0538628944504897,0.364564987671715,0.610810810810811,0.283371913580247
2005,4,0.0497,0.197,0.0255,0.0546,0.2206,0.1917,0.0956,0.0136351942372009,0.346548188653452,0.597081475476287,0.282411135396296
2005,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,20,0.0519,0.2214,0.0263,0.0568,0.2505,0.1806,0.1152,0.101492537313433,0.315508021390374,0.62019758507135,0.317285013664782
2005,28,0.0563,0.2664,0.0274,0.0672,0.2835,0.2103,0.1158,0.117684078036501,0.39403453689168,0.65106910443136,0.375527275327089
2005,36,0.0563,0.2909,0.0263,0.0675,0.277,0.2122,0.1249,0.156430133174319,0.399230399230399,0.675691244239631,0.409724405323274
2005,44,0.0383,0.3039,0.0251,0.0618,0.2843,0.1827,0.081,0.249075215782984,0.579111457521434,0.776154295733489,0.49351518079453
2005,52,0.0427,0.3482,0.0245,0.0666,0.3214,0.1774,0.0763,0.324961948249619,0.640518256772674,0.781529803018675,0.537606025410903
