,avg_air_temp,avg_soil_temp,doy,net_rad,year,wp_ch4_gf,wp_co2_gf,wp_er,wp_gpp,wp_h,wp_le,mb_ch4_gf,mb_co2_gf,mb_er,mb_gpp,mb_h,mb_le,wp_bnd1,wp_bnd2,wp_bnd3,wp_bnd7,wp_evi,wp_lswi,wp_ndvi,mb_bnd1,mb_bnd2,mb_bnd3,mb_bnd7,mb_evi,mb_lswi,mb_ndvi,wp_LST.day,wp_LST.night,mb_LST.day,mb_LST.night
758,19.7,21.6,222,153.0,2014,12028.7978182,-241.702369506,174.161296397,-415.863665903,1422.45208082,5095.05102056,12533.1783977,-132.732343856,140.840317139,-273.572660995,1844.11199126,6145.05629633,0.0499125,0.2557875,0.02464375,0.07504375,0.3753875,0.546797729768,0.672525,0.05954375,0.16418125,0.0301875,0.0765125,0.20198125,0.364042127084,0.46741875,28.29,17.26,26.0075,18.0025
759,21.8,21.7,223,168.0,2014,12438.1818079,-220.402804433,183.235155985,-403.637960418,340.119516716,6574.50079257,13085.9939379,-104.407124029,168.640210267,-273.047334296,1623.0141644,6869.96651206,0.049875,0.258125,0.0247625,0.0759625,0.379425,0.545584863494,0.67545,0.0594625,0.1633875,0.029925,0.076375,0.2004875,0.36277321573,0.4661125,28.25,17.17,25.895,17.945
760,19.7,21.6,224,161.0,2014,12037.7288187,-234.935773358,198.167347298,-433.103120655,1354.29598433,5241.04366267,11922.1155854,-116.714965787,156.103144374,-272.81811016,1990.85434176,5992.82778276,0.0498375,0.2604625,0.02488125,0.07688125,0.3834625,0.54437199722,0.678375,0.05938125,0.16259375,0.0296625,0.0762375,0.19899375,0.361504304376,0.46480625,28.21,17.08,25.7825,17.8875
761,20.8,21.4,225,165.0,2014,13482.9236087,-224.410714377,188.7936599,-413.204374277,1256.11495482,5983.6679321,10215.0932398,-124.501468147,147.422190429,-271.923658575,1844.31437313,5702.14623495,0.0498,0.2628,0.025,0.0778,0.3875,0.543159130945,0.6813,0.0593,0.1618,0.0294,0.0761,0.1975,0.360235393022,0.4635,28.17,16.99,25.67,17.83
762,22.1,21.6,226,165.0,2014,9843.25623026,-276.463868097,152.358989473,-428.82285757,963.977622182,6960.51843385,12280.1364809,-116.230006434,139.597467827,-255.827474261,1472.00327029,6338.69719153,0.0492375,0.26211875,0.0247125,0.0764625,0.387825,0.548844348252,0.68379375,0.05869375,0.1620375,0.02891875,0.075175,0.19909375,0.36645029753,0.46821875,28.2175,17.085,25.6125,17.8875
763,22.5,21.7,227,163.0,2014,10202.992136,-259.224056781,153.070351828,-412.29440861,712.063373709,6841.491252,13829.0827167,-98.9509284413,146.591130243,-245.542058684,1441.26172855,6928.21191981,0.048675,0.2614375,0.024425,0.075125,0.38815,0.554529565558,0.6862875,0.0580875,0.162275,0.0284375,0.07425,0.2006875,0.372665202037,0.4729375,28.265,17.18,25.555,17.945
764,22.3,21.8,228,162.0,2014,10031.0104228,-241.892159729,155.816581272,-397.708741001,548.82209125,6815.97799618,11943.4529836,-104.16585007,152.771955045,-256.937805115,1104.79533007,7258.66965473,0.0481125,0.26075625,0.0241375,0.0737875,0.388475,0.560214782865,0.68878125,0.05748125,0.1625125,0.02795625,0.073325,0.20228125,0.378880106544,0.47765625,28.3125,17.275,25.4975,18.0025
765,21.6,21.8,229,163.0,2014,10951.5944224,-261.301851032,162.717491291,-424.019342323,863.574045113,6515.75115231,14273.840343,-129.913838013,152.608759966,-282.522597978,1362.2312131,7041.13493394,0.04755,0.260075,0.02385,0.07245,0.3888,0.565900000171,0.691275,0.056875,0.16275,0.027475,0.0724,0.203875,0.385095011051,0.482375,28.36,17.37,25.44,18.06
766,20.1,21.7,230,162.0,2014,14200.9544876,-220.988883665,191.941108769,-412.929992434,1333.11879952,5448.16134132,12840.8911347,-120.664321307,155.129302231,-275.793623538,2305.30962869,6077.06429734,0.0469875,0.25939375,0.0235625,0.0711125,0.389125,0.571585217478,0.69376875,0.05626875,0.1629875,0.02699375,0.071475,0.20546875,0.391309915559,0.48709375,28.4075,17.465,25.3825,18.1175
767,19.2,21.5,231,157.0,2014,14175.1255935,-203.083755548,207.532719588,-410.616475136,1590.06395109,4686.2345206,16650.1908436,-109.728988088,150.527411732,-260.25639982,2389.20551573,5823.91979026,0.046425,0.2587125,0.023275,0.069775,0.38945,0.577270434784,0.6962625,0.0556625,0.163225,0.0265125,0.07055,0.2070625,0.397524820066,0.4918125,28.455,17.56,25.325,18.175
768,19.0,21.3,232,159.0,2014,12252.0362181,-227.028603717,204.388852812,-431.417456529,2320.12523248,4429.62723586,11963.4010902,-124.038588803,146.667819935,-270.706408738,2970.94732478,5591.05692291,0.0458625,0.25803125,0.0229875,0.0684375,0.389775,0.582955652091,0.69875625,0.05505625,0.1634625,0.02603125,0.069625,0.20865625,0.403739724573,0.49653125,28.5025,17.655,25.2675,18.2325
769,21.5,21.4,233,168.0,2014,12557.2866437,-203.844475406,158.01354451,-361.858019917,971.049967597,5463.889398,13012.2627214,-108.241596474,133.017306925,-241.258903399,2033.18950087,5815.87967546,0.0453,0.25735,0.0227,0.0671,0.3901,0.588640869397,0.70125,0.05445,0.1637,0.02555,0.0687,0.21025,0.409954629081,0.50125,28.55,17.75,25.21,18.29
770,20.6,21.7,234,158.0,2014,12824.3841519,-204.916954741,178.52386928,-383.440824021,1240.57110944,5550.87591442,13902.8023254,-106.163384812,144.246452647,-250.409837459,1879.14710607,5826.92650122,0.0447375,0.25666875,0.0224125,0.0657625,0.390425,0.594326086704,0.70374375,0.05384375,0.1639375,0.02506875,0.067775,0.21184375,0.416169533588,0.50596875,28.7575,17.8825,25.395,18.4375
771,20.7,21.6,235,156.0,2014,13504.1442102,-194.761427946,176.432146381,-371.193574327,672.302481761,5822.56472693,14911.075955,-99.5390886946,141.317438231,-240.856526926,1240.29924278,6848.23237211,0.044175,0.2559875,0.022125,0.064425,0.39075,0.60001130401,0.7062375,0.0532375,0.164175,0.0245875,0.06685,0.2134375,0.422384438095,0.5106875,28.965,18.015,25.58,18.585
772,20.1,21.5,236,155.0,2014,14724.9308486,-187.20400196,200.849183577,-388.053185537,1051.96932411,5736.80538317,13027.1550427,-100.776081095,157.890462042,-258.666543137,1862.14124742,6791.99403856,0.0436125,0.25530625,0.0218375,0.0630875,0.391075,0.605696521317,0.70873125,0.05263125,0.1644125,0.02410625,0.065925,0.21503125,0.428599342602,0.51540625,29.1725,18.1475,25.765,18.7325
773,19.2,21.3,237,150.0,2014,13523.864384,-204.721377543,193.480867874,-398.202245417,1743.10535307,4943.26793422,12010.2852129,-83.7005268032,139.681565795,-223.382092598,1938.14404726,5254.32757542,0.04305,0.254625,0.02155,0.06175,0.3914,0.611381738623,0.711225,0.052025,0.16465,0.023625,0.065,0.216625,0.43481424711,0.520125,29.38,18.28,25.95,18.88
774,21.4,21.3,238,153.0,2014,13447.748801,-196.391704588,174.968499557,-371.360204145,471.074745042,5842.45115313,12006.7050239,-107.572052295,146.177539782,-253.749592077,1113.56093631,5902.13571448,0.0424875,0.25394375,0.0212625,0.0604125,0.391725,0.61706695593,0.71371875,0.05141875,0.1648875,0.02314375,0.064075,0.21821875,0.441029151617,0.52484375,29.5875,18.4125,26.135,19.0275
775,23.6,21.6,239,150.0,2014,10907.8777611,-208.808908418,143.87185972,-352.680768138,1.21702844354,6334.71707833,13246.4337632,-81.3866221054,141.464782393,-222.851404499,569.773935206,6401.31110347,0.041925,0.2532625,0.020975,0.059075,0.39205,0.622752173236,0.7162125,0.0508125,0.165125,0.0226625,0.06315,0.2198125,0.447244056124,0.5295625,29.795,18.545,26.32,19.175
776,23.3,21.8,240,150.0,2014,13009.83912,-213.920327489,157.17286769,-371.093195179,287.739769993,6386.46071322,14523.1048603,-79.1407047215,155.770706308,-234.911411029,1038.76503395,6488.10692523,0.0413625,0.25258125,0.0206875,0.0577375,0.392375,0.628437390543,0.71870625,0.05020625,0.1653625,0.02218125,0.062225,0.22140625,0.453458960632,0.53428125,30.0025,18.6775,26.505,19.3225
777,22.2,21.8,241,128.0,2014,13670.1933266,-180.399859867,165.417239276,-345.817099143,-101.665711545,5169.60756259,14105.5418128,-104.875583145,156.70128817,-261.576871315,538.113536168,6298.8002539,0.0408,0.2519,0.0204,0.0564,0.3927,0.634122607849,0.7212,0.0496,0.1656,0.0217,0.0613,0.223,0.459673865139,0.539,30.21,18.81,26.69,19.47
778,25.1,21.8,242,144.0,2014,13726.3165965,-176.861841361,162.717148633,-339.578989994,-1169.36239979,7523.66199801,13246.8780387,-80.5649933606,156.435250411,-237.000243771,-1111.04674969,7847.38570798,0.04115625,0.2521875,0.02111875,0.05880625,0.39346875,0.623232119019,0.7194375,0.0497,0.1652125,0.0220875,0.0623375,0.22250625,0.452409693153,0.53741875,30.14,18.47,26.6325,19.2575
779,24.5,21.9,243,142.0,2014,12656.007553,-193.2219938,157.615587942,-350.837581742,-335.564191798,6499.18578079,13302.4630681,-71.1846987723,151.167397842,-222.352096614,-340.289193067,7401.41856529,0.0415125,0.252475,0.0218375,0.0612125,0.3942375,0.612341630189,0.717675,0.0498,0.164825,0.022475,0.063375,0.2220125,0.445145521166,0.5358375,30.07,18.13,26.575,19.045
780,26.0,22.1,244,140.0,2014,8890.2178673,-206.726549953,129.10934458,-335.835894533,-119.788404823,6338.88708295,13037.6377561,-72.8609772725,146.893388203,-219.754365476,-386.09412759,7233.52075863,0.04186875,0.2527625,0.02255625,0.06361875,0.39500625,0.601451141359,0.7159125,0.0499,0.1644375,0.0228625,0.0644125,0.22151875,0.43788134918,0.53425625,30.0,17.79,26.5175,18.8325
781,21.4,22.0,245,142.0,2014,12770.2394837,-206.078103939,164.288914411,-370.36701835,681.157662292,5459.29045934,13586.1419458,-125.391691441,156.794207804,-282.185899245,1397.29981979,6370.417812,0.042225,0.25305,0.023275,0.066025,0.395775,0.590560652529,0.71415,0.05,0.16405,0.02325,0.06545,0.221025,0.430617177194,0.532675,29.93,17.45,26.46,18.62
782,24.3,21.9,246,140.5,2014,18265.5932101,-172.165637599,179.82031388,-351.985951479,569.163172333,5558.3751738,12356.1024545,-106.17353658,142.607175415,-248.780711995,1364.55021026,5881.47669435,0.04258125,0.2533375,0.02399375,0.06843125,0.39654375,0.579670163699,0.7123875,0.0501,0.1636625,0.0236375,0.0664875,0.22053125,0.423353005208,0.53109375,29.86,17.11,26.4025,18.4075
783,21.4,21.6,247,139.0,2014,16493.5684337,-167.077033102,184.537161844,-351.614194946,17.4749107729,6057.01994199,11235.7777836,-124.292668912,154.670037759,-278.962706671,1160.76909127,6530.93440745,0.0429375,0.253625,0.0247125,0.0708375,0.3973125,0.568779674869,0.710625,0.0502,0.163275,0.024025,0.067525,0.2200375,0.416088833221,0.5295125,29.79,16.77,26.345,18.195
784,20.3,21.2,248,139.0,2014,15850.930497,-160.982484418,185.998848693,-346.981333111,557.325781057,5333.47472135,10140.3275164,-110.22190383,151.793004658,-262.014908488,1296.1389828,6417.79048986,0.04329375,0.2539125,0.02543125,0.07324375,0.39808125,0.557889186039,0.7088625,0.0503,0.1628875,0.0244125,0.0685625,0.21954375,0.408824661235,0.52793125,29.72,16.43,26.2875,17.9825
785,20.2,21.0,249,136.0,2014,15671.5551966,-153.262817491,184.468832694,-337.731650185,214.078775567,5606.84887788,10163.7422029,-145.905651505,146.28087683,-292.186528335,1116.12376147,6482.97039101,0.04365,0.2542,0.02615,0.07565,0.39885,0.546998697209,0.7071,0.0504,0.1625,0.0248,0.0696,0.21905,0.401560489249,0.52635,29.65,16.09,26.23,17.77
786,19.7,20.9,250,135.0,2014,15940.9028797,-147.203627424,184.916764652,-332.120392076,56.2672762584,5671.56949137,10260.1287804,-151.418617221,144.736474611,-296.155091832,998.359687436,6513.29809598,0.04400625,0.2544875,0.02686875,0.07805625,0.39961875,0.536108208379,0.7053375,0.0505,0.1621125,0.0251875,0.0706375,0.21855625,0.394296317262,0.52476875,29.515,16.0183333333,26.0925,17.7025
787,17.7,20.5,251,133.0,2014,16485.9438158,-151.246371202,187.162362411,-338.408733613,826.358355235,4762.40536102,8878.41745753,-137.0041806,141.444431631,-278.448612232,1565.38386951,6176.9605826,0.0443625,0.254775,0.0275875,0.0804625,0.4003875,0.525217719549,0.703575,0.0506,0.161725,0.025575,0.071675,0.2180625,0.387032145276,0.5231875,29.38,15.9466666667,25.955,17.635
788,19.9,20.3,252,131.0,2014,12431.0048318,-170.646603833,153.671689795,-324.318293628,591.555209451,4974.99959518,8830.57112348,-119.64562892,130.453750047,-250.099378967,547.647068394,5248.41124195,0.04471875,0.2550625,0.02830625,0.08286875,0.40115625,0.514327230718,0.7018125,0.0507,0.1613375,0.0259625,0.0727125,0.21756875,0.37976797329,0.52160625,29.245,15.875,25.8175,17.5675
789,22.5,20.6,253,126.0,2014,7792.98261047,-159.278665321,123.521896963,-282.800562284,428.962288692,5322.7316994,7708.30658988,-30.6467677464,119.100123973,-149.74689172,139.013390658,3799.65283302,0.045075,0.25535,0.029025,0.085275,0.401925,0.503436741888,0.70005,0.0508,0.16095,0.02635,0.07375,0.217075,0.372503801304,0.520025,29.11,15.8033333333,25.68,17.5
790,23.8,21.0,254,124.0,2014,7925.70641682,-147.416891022,131.236518319,-278.653409341,-116.956752494,5709.6293157,10531.5363593,-31.6897163693,133.619986895,-165.309703264,-399.755025308,6068.60507326,0.04543125,0.2556375,0.02974375,0.08768125,0.40269375,0.492546253058,0.6982875,0.0509,0.1605625,0.0267375,0.0747875,0.21658125,0.365239629317,0.51844375,28.975,15.7316666667,25.5425,17.4325
791,25.5,21.2,255,122.0,2014,9095.57346202,-145.961457638,138.510493419,-284.471951058,-568.863276957,6457.86446236,11854.0354342,-54.6288847358,141.947607893,-196.576492629,-332.763996168,6118.56081584,0.0457875,0.255925,0.0304625,0.0900875,0.4034625,0.481655764228,0.696525,0.051,0.160175,0.027125,0.075825,0.2160875,0.357975457331,0.5168625,28.84,15.66,25.405,17.365
792,25.1,21.5,256,114.0,2014,11812.3325759,-149.978481075,141.253035285,-291.23151636,-675.221314014,6145.81516121,11348.075368,-62.0966232809,154.377175882,-216.473799163,196.362117291,6233.33693164,0.04614375,0.2562125,0.03118125,0.09249375,0.40423125,0.470765275398,0.6947625,0.0511,0.1597875,0.0275125,0.0768625,0.21559375,0.350711285345,0.51528125,28.705,15.5883333333,25.2675,17.2975
793,23.5,21.6,257,121.0,2014,9845.90636881,-153.383965213,148.841865019,-302.225830232,-648.162027071,5902.80988453,10497.6319268,-68.1201722854,157.832189569,-225.952361854,394.1320615,6700.88313537,0.0465,0.2565,0.0319,0.0949,0.405,0.459874786568,0.693,0.0512,0.1594,0.0279,0.0779,0.2151,0.343447113359,0.5137,28.57,15.5166666667,25.13,17.23
794,21.9,21.4,258,121.0,2014,11073.933872,-142.608002197,180.484673305,-323.092675503,-270.091132982,5766.67073216,9683.23764766,-58.0749528318,152.963564723,-211.038517555,583.159865072,6543.26740684,0.04571875,0.25780625,0.03176875,0.09488125,0.40991875,0.461844977999,0.6985375,0.05106875,0.1578625,0.0279,0.0779,0.21263125,0.338701226837,0.51071875,28.385,15.445,25.02,17.1625
795,21.9,21.2,259,117.0,2014,10749.2377789,-158.358516006,144.632758273,-302.991274279,410.472926669,5149.30657533,10043.8075236,-55.2358267773,127.407457785,-182.643284562,470.634736488,5294.09605789,0.0449375,0.2591125,0.0316375,0.0948625,0.4148375,0.46381516943,0.704075,0.0509375,0.156325,0.0279,0.0779,0.2101625,0.333955340315,0.5077375,28.2,15.3733333333,24.91,17.095
796,21.8,21.3,260,119.0,2014,10276.8697498,-157.267835475,141.92609866,-299.193934136,446.85104081,5126.77996553,10644.6898856,-67.0585983475,136.596079965,-203.654678312,936.023452971,5267.275281,0.04415625,0.26041875,0.03150625,0.09484375,0.41975625,0.465785360861,0.7096125,0.05080625,0.1547875,0.0279,0.0779,0.20769375,0.329209453793,0.50475625,28.015,15.3016666667,24.8,17.0275
797,21.2,21.5,261,112.0,2014,9348.54779065,-146.095831387,134.042524372,-280.138355759,1237.51436661,4038.89968418,8780.33305772,-12.802480681,124.706624828,-137.509105509,769.001389091,3077.35472569,0.043375,0.261725,0.031375,0.094825,0.424675,0.467755552292,0.71515,0.050675,0.15325,0.0279,0.0779,0.205225,0.324463567271,0.501775,27.83,15.23,24.69,16.96
798,21.8,21.5,262,105.0,2014,13102.4981978,-139.522354896,168.737322276,-308.259677172,-378.929133425,4308.00196611,10609.2702369,-74.3239389126,140.336602439,-214.660541352,543.536587898,4515.01217008,0.04259375,0.26303125,0.03124375,0.09480625,0.42959375,0.469725743722,0.7206875,0.05054375,0.1517125,0.0279,0.0779,0.20275625,0.319717680749,0.49879375,27.645,15.1583333333,24.58,16.8925
799,21.0,21.4,263,112.0,2014,13656.1234229,-133.169498557,175.755620668,-308.925119225,478.22797231,4931.76157248,10717.4238909,-69.8305980904,140.579263858,-210.409861949,1746.67728475,4726.87623253,0.0418125,0.2643375,0.0311125,0.0947875,0.4345125,0.471695935153,0.726225,0.0504125,0.150175,0.0279,0.0779,0.2002875,0.314971794227,0.4958125,27.46,15.0866666667,24.47,16.825
800,19.8,21.2,264,109.0,2014,15388.0666033,-89.3753920212,206.782354514,-296.157746535,913.614899488,4292.62250811,9054.56830427,-52.0836371955,138.967069713,-191.050706909,1711.86163548,4829.82349581,0.04103125,0.26564375,0.03098125,0.09476875,0.43943125,0.473666126584,0.7317625,0.05028125,0.1486375,0.0279,0.0779,0.19781875,0.310225907705,0.49283125,27.275,15.015,24.36,16.7575
801,21.1,21.1,265,109.0,2014,15449.6404245,-81.4682221197,165.362343783,-246.830565903,155.679030281,4709.13616383,9173.24517835,-78.0800037345,138.721507127,-216.801510862,1035.61423345,4733.41010293,0.04025,0.26695,0.03085,0.09475,0.44435,0.475636318015,0.7373,0.05015,0.1471,0.0279,0.0779,0.19535,0.305480021183,0.48985,27.09,14.9433333333,24.25,16.69
802,21.6,21.2,266,111.0,2014,14689.0091534,-89.0272768304,165.306518628,-254.333795459,155.852771879,4810.8590878,9393.60480105,-39.6518827956,138.670003079,-178.321885875,922.452033115,4499.33425471,0.03946875,0.26825625,0.03071875,0.09473125,0.44926875,0.477606509446,0.7428375,0.05001875,0.1455625,0.0279,0.0779,0.19288125,0.300734134661,0.48686875,27.45,14.8716666667,24.6625,16.6225
803,21.6,21.4,267,90.5,2014,15512.4270585,-84.5099629246,164.597631328,-249.107594252,825.080001762,3908.46014544,10758.3021724,-38.0388771257,138.763338284,-176.802215409,1848.1099031,3805.30278789,0.0386875,0.2695625,0.0305875,0.0947125,0.4541875,0.479576700877,0.748375,0.0498875,0.144025,0.0279,0.0779,0.1904125,0.295988248139,0.4838875,27.81,14.8,25.075,16.555
804,18.1,21.3,268,70.0,2014,11434.8179246,-84.908132899,129.150482436,-214.058615335,928.979789482,3013.01232491,8834.70137919,1.64436138395,115.235756127,-113.591394743,1377.81623954,3487.29872683,0.03790625,0.27086875,0.03045625,0.09469375,0.45910625,0.481546892308,0.7539125,0.04975625,0.1424875,0.0279,0.0779,0.18794375,0.291242361618,0.48090625,28.17,14.7283333333,25.4875,16.4875
805,18.0,20.9,269,88.0,2014,12030.4959082,-71.2570218561,125.914358276,-197.171380132,487.200382116,3389.59689484,11021.1514118,-14.8606250674,116.913479771,-131.774104839,2188.0407025,4003.27866382,0.037125,0.272175,0.030325,0.094675,0.464025,0.483517083739,0.75945,0.049625,0.14095,0.0279,0.0779,0.185475,0.286496475096,0.477925,28.53,14.6566666667,25.9,16.42
806,19.2,20.9,270,104.0,2014,13676.1056692,-89.8449461275,135.244237551,-225.089183679,703.003316559,4291.61061598,10162.5179617,-16.8580768979,121.708539318,-138.566616216,1566.28050314,4099.40797437,0.03634375,0.27348125,0.03019375,0.09465625,0.46894375,0.48548727517,0.7649875,0.04949375,0.1394125,0.0279,0.0779,0.18300625,0.281750588574,0.47494375,28.89,14.585,26.3125,16.3525
807,17.1,20.7,271,24.0,2014,4493.60906826,-49.514398389,97.4196660534,-146.934064442,159.984797037,1213.94413791,4838.8011117,30.2254710754,115.59059822,-85.3651271442,458.321165227,1506.92185845,0.0355625,0.2747875,0.0300625,0.0946375,0.4738625,0.487457466601,0.770525,0.0493625,0.137875,0.0279,0.0779,0.1805375,0.277004702052,0.4719625,29.25,14.5133333333,26.725,16.285
808,18.7,20.3,272,102.0,2014,10911.1916636,-95.907981669,130.222896903,-226.130878572,959.528421268,3744.23240167,10186.9241617,-24.878885115,126.970809971,-151.849695086,1672.91506615,3623.05861239,0.03478125,0.27609375,0.02993125,0.09461875,0.47878125,0.489427658031,0.7760625,0.04923125,0.1363375,0.0279,0.0779,0.17806875,0.27225881553,0.46898125,29.61,14.4416666667,27.1375,16.2175
809,19.8,20.5,273,101.0,2014,8682.22079087,-130.385038641,114.036941802,-244.421980443,942.959679397,3564.30345398,9664.04728412,-9.34309414362,119.602815755,-128.945909898,1151.98582039,3278.26032424,0.034,0.2774,0.0298,0.0946,0.4837,0.491397849462,0.7816,0.0491,0.1348,0.0279,0.0779,0.1756,0.267512929008,0.466,29.97,14.37,27.55,16.15
810,21.0,20.5,274,98.0,2014,7909.64989722,-126.101639783,110.045679467,-236.147319251,25.3911589944,4861.08945487,6739.22414981,29.7359994993,112.785221032,-83.0492215327,-1588.0522875,6161.92878467,0.03458125,0.27431875,0.02955625,0.09381875,0.4757875,0.490101989351,0.77530625,0.049075,0.134725,0.02758125,0.07720625,0.17519375,0.271626704278,0.46598125,29.835,14.4325,27.3275,16.245
811,20.0,20.1,275,95.0,2014,5247.22899402,-131.104026208,97.9311218293,-229.035148037,615.602275493,4152.84214562,5033.20910699,40.7386469929,107.731544703,-66.9928977103,-426.660536615,2437.60194447,0.0351625,0.2712375,0.0293125,0.0930375,0.467875,0.48880612924,0.7690125,0.04905,0.13465,0.0272625,0.0765125,0.1747875,0.275740479549,0.4659625,29.7,14.495,27.105,16.34
812,21.1,20.0,276,94.0,2014,4357.19242601,-130.990587223,96.0041788361,-226.994766059,412.980550058,4475.41703367,5343.63140633,45.1591402444,106.550598081,-61.391457837,-344.017764966,2275.15527232,0.03574375,0.26815625,0.02906875,0.09225625,0.4599625,0.487510269129,0.76271875,0.049025,0.134575,0.02694375,0.07581875,0.17438125,0.279854254819,0.46594375,29.565,14.5575,26.8825,16.435
813,21.6,20.0,277,94.0,2014,4308.91097188,-117.429793623,96.2265441924,-213.656337815,431.48467257,4207.54395714,6995.27043869,26.9794348389,117.807281468,-90.8278466293,265.265161445,3405.46507431,0.036325,0.265075,0.028825,0.091475,0.45205,0.486214409018,0.756425,0.049,0.1345,0.026625,0.075125,0.173975,0.283968030089,0.465925,29.43,14.62,26.66,16.53
814,22.1,20.1,278,92.0,2014,4657.12094996,-111.215902753,97.539337538,-208.755240291,353.977746478,4153.28377018,6577.96510067,41.6540164146,115.257057725,-73.6030413107,-387.542483059,2770.89494295,0.03690625,0.26199375,0.02858125,0.09069375,0.4441375,0.484918548907,0.75013125,0.048975,0.134425,0.02630625,0.07443125,0.17356875,0.28808180536,0.46590625,29.295,14.6825,26.4375,16.625
815,21.9,20.1,279,94.0,2014,4722.93419844,-102.158668545,99.4911310014,-201.649799547,324.629265417,3972.60854439,11107.9449754,18.9263821694,122.86870345,-103.942321281,506.760009059,4395.566249,0.0374875,0.2589125,0.0283375,0.0899125,0.436225,0.483622688796,0.7438375,0.04895,0.13435,0.0259875,0.0737375,0.1731625,0.29219558063,0.4658875,29.16,14.745,26.215,16.72
816,22.7,20.3,280,85.0,2014,7146.27627617,-103.142357936,111.744712516,-214.887070451,-459.014232793,4333.36230097,11677.2051033,33.4049174373,132.817117031,-99.4121995941,-2.1509367802,4491.9526669,0.03806875,0.25583125,0.02809375,0.08913125,0.4283125,0.482326828685,0.73754375,0.048925,0.134275,0.02566875,0.07304375,0.17275625,0.2963093559,0.46586875,29.025,14.8075,25.9925,16.815
817,22.05,20.5,281,86.5,2014,7255.04497297,-95.2466415892,111.059435892,-206.306077481,-527.781229325,4573.06094264,10527.8252527,20.6093566069,136.605866754,-115.996510147,-593.990700507,4613.10709421,0.03865,0.25275,0.02785,0.08835,0.4204,0.481030968574,0.73125,0.0489,0.1342,0.02535,0.07235,0.17235,0.300423131171,0.46585,28.89,14.87,25.77,16.91
818,21.4,20.3,282,88.0,2014,11331.3516973,-87.9634544878,142.967532223,-230.930986711,-773.160866192,4601.13278479,10345.0163665,5.24369835208,134.283225778,-129.039527426,408.725096231,4156.88249134,0.03923125,0.24966875,0.02760625,0.08756875,0.4124875,0.479735108463,0.72495625,0.048875,0.134125,0.02503125,0.07165625,0.17194375,0.304536906441,0.46583125,28.54,14.625,25.5475,16.64
819,19.4,20.1,283,87.0,2014,12602.0375811,-73.2677997621,149.610779554,-222.878579316,-163.527912377,3943.37446064,9882.73766252,14.0250987874,129.574327554,-115.549228767,793.37753879,3910.38534312,0.0398125,0.2465875,0.0273625,0.0867875,0.404575,0.478439248352,0.7186625,0.04885,0.13405,0.0247125,0.0709625,0.1715375,0.308650681711,0.4658125,28.19,14.38,25.325,16.37
820,20.3,20.1,284,87.0,2014,6352.62693338,-107.985055149,95.0060232602,-202.991078409,382.188671304,3556.21774513,9212.50593951,3.32505907474,123.433661848,-120.108602773,438.316324914,3614.79300865,0.04039375,0.24350625,0.02711875,0.08600625,0.3966625,0.477143388241,0.71236875,0.048825,0.133975,0.02439375,0.07026875,0.17113125,0.312764456982,0.46579375,27.84,14.135,25.1025,16.1
821,19.75,19.9,285,84.0,2014,5862.99791031,-101.526688842,94.7395804303,-196.266269272,-336.207277123,4638.76895096,6076.55888944,31.1969011722,116.378665883,-85.1817647112,-2456.68158639,6278.29566268,0.040975,0.240425,0.026875,0.085225,0.38875,0.47584752813,0.706075,0.0488,0.1339,0.024075,0.069575,0.170725,0.316878232252,0.465775,27.49,13.89,24.88,15.83
822,19.2,19.4,286,81.0,2014,4751.93516828,-97.90387776,90.9266351398,-188.8305129,365.576184241,3587.16326066,6753.07287222,21.438080078,126.907631117,-105.469551039,451.178739128,3236.47635095,0.04155625,0.23734375,0.02663125,0.08444375,0.3808375,0.474551668019,0.69978125,0.048775,0.133825,0.02375625,0.06888125,0.17031875,0.320992007522,0.46575625,27.14,13.645,24.6575,15.56
823,17.9,19.4,287,67.0,2014,10677.7115708,-72.2989482637,137.662303568,-209.961251832,129.586882598,2622.5536207,8678.85603948,33.4968397808,131.818738268,-98.3218984876,348.568477907,3204.93310593,0.0421375,0.2342625,0.0263875,0.0836625,0.372925,0.473255807907,0.6934875,0.04875,0.13375,0.0234375,0.0681875,0.1699125,0.325105782793,0.4657375,26.79,13.4,24.435,15.29
824,17.8,19.3,288,53.0,2014,7330.86564758,-93.8128423327,99.810391768,-193.623234101,348.210038346,2674.1372069,6219.44508949,5.95318385735,122.961717564,-117.008533707,1056.27019939,2317.93156741,0.04271875,0.23118125,0.02614375,0.08288125,0.3650125,0.471959947796,0.68719375,0.048725,0.133675,0.02311875,0.06749375,0.16950625,0.329219558063,0.46571875,26.44,13.155,24.2125,15.02
825,16.8,19.1,289,69.0,2014,7541.98760827,-94.9179566933,95.1887734705,-190.106730164,110.737048463,2805.34007201,8939.46748327,-2.14785153744,117.285629544,-119.433481081,499.676476188,3091.68183957,0.0433,0.2281,0.0259,0.0821,0.3571,0.470664087685,0.6809,0.0487,0.1336,0.0228,0.0668,0.1691,0.333333333333,0.4657,26.09,12.91,23.99,14.75
826,16.2,18.9,290,63.0,2014,3653.10786621,-88.2530278935,74.7271918148,-162.980219708,950.264646399,2240.1184615,5143.84363603,39.2927782666,114.097495008,-74.8047167411,317.444512423,1588.72884302,0.04278125,0.22465,0.025375,0.0802875,0.35199375,0.474378113178,0.67979375,0.04856875,0.13431875,0.02275,0.06764375,0.17074375,0.330468056788,0.46870625,25.64,12.665,23.7675,14.48
